,carId,tradeTime,brand,serial,model,mileage,color,cityId,carCode,tansferCount,seatings,productionTime,useTime,country,makeType,time,displacement,gearbox,oilType,newPrice,unknown0,unknown1,unknown2,unknown3,unknown4,unknown5,unknown7,unknown8,unknown9,unknown10,unknown12,unknown13,unknown11_1,unknown11_2,unknown11_3
21,47,0.33972602739726027,11.399387037036993,6.46097333455495,6.662008703102525,5.71,13.656029342004572,8.711681593406603,2,13.657052398239466,13.250810557860053,4.994520547945205,4.791780821917809,12.59815269506806,12.53462720415569,5.0,8.1152694942164,11.106644736842064,1,8.98,1.0,7.196092340425604,2,8.553748437500001,11.703512681638031,13.283662141280159,9.613303135674327,13.333861998923648,14.945621168324532,18.06523961653828,5.9150684931506845,14.621998941798454,4.495,1.705,1.477
22,48,0.3698630136986301,11.399387037036993,22.669199999685866,21.983037733036394,2.19,19.351053789772063,17.388692539921777,1,13.657052398239466,13.250810557860053,3.3013698630136985,3.2,12.59815269506806,12.53462720415569,4.0,17.75323003985734,30.735325840707887,1,27.98,1.0,18.417901757350588,2,23.82615128205128,11.703512681638031,16.808603419188007,16.67543603811886,14.743832589222007,14.945621168324532,18.06523961653828,4.468493150684932,14.621998941798454,4.825,1.942,1.67
23,52,0.2684931506849315,34.15402939866358,12.123634090909094,8.91524182579944,24.84,19.351053789772063,13.583152993844406,3,15.31961008438374,13.250810557860053,13.07123287671233,12.621917808219179,30.050506777995967,26.331940769766653,14.0,9.0084975,11.228469181983069,1,61.8,1.0,18.417901757350588,2,15.644324999999998,41.50529051094884,16.808603419188007,9.613303135674327,14.743832589222007,14.945621168324532,18.06523961653828,10.372602739726027,14.621998941798454,4.501,1.91,1.74
24,53,0.39452054794520547,6.51463840206186,2.873181826882658,3.9005704618453625,6.03,10.654345568326997,17.388692539921777,2,13.657052398239466,13.250810557860053,9.610958904109589,9.43013698630137,6.913920016339873,12.53462720415569,10.0,7.150642248233219,3.1431584723441652,1,9.88,1.0,7.196092340425604,2,3.402686567164179,6.562907756232689,13.283662141280159,9.613303135674327,13.333861998923648,13.748809791183014,18.06523961653828,10.863013698630137,14.621998941798454,4.53,1.775,1.46
25,54,0.2602739726027397,10.079492488262915,17.835494980460194,14.347984922911689,0.75,13.676085784757044,17.388692539921777,4,13.657052398239466,13.250810557860053,0.989041095890411,0.6328767123287671,19.34052132508793,12.53462720415569,1.0,17.75323003985734,21.087866702937923,1,22.09,1.0,18.417901757350588,2,19.13395004311928,9.274063068783011,16.808603419188007,16.67543603811886,14.743832589222007,14.945621168324532,18.06523961653828,1.4082191780821918,14.621998941798454,4.589,1.86,1.66
26,58,0.2684931506849315,2.937672093023256,3.002845428102017,14.347984922911689,11.11,13.656029342004572,17.388692539921777,2,13.657052398239466,13.250810557860053,8.572602739726028,8.53972602739726,6.317521655580191,6.616649298454229,9.0,8.1152694942164,3.1431584723441652,1,7.08,1.0,7.196092340425604,2,13.11264588235294,3.1751986666666663,13.283662141280159,9.613303135674327,13.333861998923648,13.748809791183014,18.06523961653828,9.068493150684931,13.927286236026907,4.57,1.77,1.475
27,59,0.32054794520547947,5.785473132183911,3.922425247524752,4.381588177453743,11.02,10.811611751463275,17.388692539921777,2,13.657052398239466,13.250810557860053,7.52054794520548,7.0849315068493155,10.903341038406897,12.53462720415569,8.0,7.150642248233219,11.228469181983069,1,13.49,1.0,7.196092340425604,2,14.347984922911689,5.508214992503751,13.283662141280159,9.613303135674327,13.333861998923648,13.748809791183014,18.06523961653828,8.849315068493151,13.927286236026907,4.598,1.797,1.477
28,60,0.25205479452054796,3.143322929936307,3.7884212134535202,4.519339444402053,3.71,13.676085784757044,8.155522565543064,1,13.657052398239466,13.250810557860053,3.252054794520548,3.010958904109589,6.317521655580191,6.616649298454229,4.0,8.1152694942164,11.661713778705648,1,6.39,1.0,7.196092340425604,2,3.872631738486785,3.6055878947368436,13.283662141280159,9.613303135674327,13.333861998923648,13.748809791183014,18.06523961653828,4.586301369863014,14.621998941798454,4.572,1.825,1.482
29,61,0.3506849315068493,6.51463840206186,2.873181826882658,3.4667450342632655,9.4,13.676085784757044,17.388692539921777,2,15.31961008438374,13.250810557860053,9.821917808219178,9.684931506849315,6.913920016339873,12.53462720415569,10.0,7.150642248233219,4.017890240452619,1,12.28,1.0,7.196092340425604,2,3.402686567164179,6.562907756232689,13.283662141280159,9.613303135674327,13.333861998923648,13.748809791183014,18.06523961653828,10.906849315068493,13.927286236026907,4.53,1.775,1.46
30,62,0.3780821917808219,11.399387037036993,11.852739423076923,13.76407134521377,9.54,19.351053789772063,8.155522565543064,1,13.657052398239466,13.250810557860053,4.293150684931507,4.112328767123287,12.59815269506806,12.53462720415569,5.0,17.75323003985734,11.106644736842064,1,17.98,1.0,10.514756082313133,2,11.734524528301892,11.703512681638031,16.808603419188007,9.613303135674327,14.743832589222007,14.945621168324532,18.06523961653828,5.46027397260274,14.621998941798454,4.585,1.82,1.685
31,63,0.2465753424657534,8.966353945111468,4.138309793673081,5.192406176212923,19.23,10.654345568326997,8.711681593406603,2,13.657052398239466,18.6787863387979,10.263013698630138,10.024657534246575,10.903341038406897,12.53462720415569,13.0,13.457838181818188,11.228469181983069,1,21.98,1.0,14.949240650406509,2,4.138309793673081,6.965965877712035,16.01183692509849,9.613303135674327,14.743832589222007,14.945621168324532,18.06523961653828,10.284931506849315,14.621998941798454,4.76,1.91,1.64
32,69,0.27945205479452057,4.947638055555563,4.282998333333334,3.9494822070953224,5.3,13.656029342004572,17.388692539921777,1,15.31961008438374,13.250810557860053,6.808219178082192,6.7095890410958905,6.317521655580191,6.616649298454229,7.0,7.150642248233219,4.017890240452619,1,9.29,1.0,6.555370810210878,2,4.378207462686568,4.907359390862952,16.808603419188007,9.613303135674327,14.743832589222007,14.945621168324532,18.06523961653828,7.808219178082192,13.927286236026907,4.16,1.81,1.67
33,70,0.32602739726027397,15.963008333333354,13.515183333333331,14.299847962504225,6.82,13.676085784757044,17.388692539921777,1,15.31961008438374,13.250810557860053,3.673972602739726,3.4986301369863013,15.963008333333354,12.53462720415569,3.0,17.75323003985734,11.228469181983069,1,30.99,1.0,13.572572359948698,2,12.370303030303058,19.97995466666668,13.283662141280159,16.67543603811886,13.333861998923648,13.748809791183014,18.06523961653828,3.841095890410959,14.621998941798454,4.715,1.866,1.481
34,71,0.36712328767123287,6.46918424543948,5.119666666669014,14.347984922911689,5.31,13.676085784757044,8.711681593406603,1,13.657052398239466,18.6787863387979,4.967123287671233,4.742465753424658,6.317521655580191,6.616649298454229,5.0,8.1152694942164,5.40000608899298,1,11.69,1.0,18.417901757350588,2,14.347984922911689,6.46918424543948,16.808603419188007,16.67543603811886,14.743832589222007,14.945621168324532,18.06523961653828,5.471232876712329,13.927286236026907,4.835,1.855,1.72
35,73,0.31232876712328766,20.363187373271998,16.59818625498009,17.194993564822646,12.17,13.676085784757044,13.583152993844406,2,15.31961008438374,13.250810557860053,6.69041095890411,6.23013698630137,19.34052132508793,12.53462720415569,6.0,17.75323003985734,21.087866702937923,1,35.3,1.0,13.572572359948698,2,14.347984922911689,18.04949000571095,13.283662141280159,16.67543603811886,13.333861998923648,13.748809791183014,18.06523961653828,7.276712328767124,14.621998941798454,4.761,1.826,1.439
36,77,0.3150684931506849,9.281425446428575,6.868169014084507,7.7050376485871395,5.91,13.676085784757044,11.442601976823395,1,13.657052398239466,13.250810557860053,3.852054794520548,3.756164383561644,6.317521655580191,6.616649298454229,4.0,8.1152694942164,11.228469181983069,1,14.38,1.0,10.514756082313133,2,7.151111111111118,9.281425446428575,16.808603419188007,16.67543603811886,14.743832589222007,14.945621168324532,18.06523961653828,4.852054794520548,13.927286236026907,4.51,1.852,1.708
37,80,0.40821917808219177,11.399387037036993,5.784293478260871,4.6089544047869335,19.96,11.5439001579779,8.155522565543064,2,15.31961008438374,13.250810557860053,10.101369863013698,10.035616438356165,12.59815269506806,12.53462720415569,10.0,6.695355555555562,8.740507301587314,1,8.98,1.0,5.59742207715133,2,3.4278949031548556,11.134993792434477,7.444238683498615,9.613303135674327,14.743832589222007,14.945621168324532,18.06523961653828,10.435616438356165,13.927286236026907,3.9,1.695,1.525
38,81,0.36164383561643837,5.785473132183911,7.335782352941171,7.042080039966477,5.66,10.811611751463275,17.388692539921777,2,13.657052398239466,13.250810557860053,9.558904109589042,9.438356164383562,10.903341038406897,12.53462720415569,9.0,17.75323003985734,11.228469181983069,1,17.99,1.0,13.572572359948698,2,6.3848811023622,5.508214992503751,13.283662141280159,9.613303135674327,13.333861998923648,13.748809791183014,18.06523961653828,9.558904109589042,13.927286236026907,4.869,1.854,1.472
39,82,0.3698630136986301,10.575471331057958,8.334331016042784,8.343333581922163,7.47,10.654345568326997,13.583152993844406,1,13.657052398239466,13.250810557860053,5.717808219178083,5.6219178082191785,10.903341038406897,12.53462720415569,6.0,7.150642248233219,11.228469181983069,1,18.99,1.0,13.572572359948698,2,7.489240909090905,10.551381198347045,13.283662141280159,16.67543603811886,13.333861998923648,13.748809791183014,18.06523961653828,6.884931506849315,14.621998941798454,4.843,1.856,1.484
40,83,0.38082191780821917,7.0672947368421095,8.473716814159289,8.961922143409781,5.37,13.676085784757044,17.388692539921777,1,13.657052398239466,13.250810557860053,2.9534246575342467,2.5835616438356164,6.913920016339873,12.53462720415569,4.0,9.675467756482506,11.228469181983069,1,15.98,1.0,13.572572359948698,2,14.347984922911689,7.019935705209663,13.283662141280159,9.613303135674327,13.333861998923648,13.748809791183014,18.06523961653828,4.457534246575342,13.927286236026907,4.71,1.82,1.47
41,84,0.26301369863013696,7.0672947368421095,8.473716814159289,7.442222508116485,8.91,13.676085784757044,17.388692539921777,2,13.657052398239466,13.250810557860053,6.493150684931507,6.391780821917808,6.913920016339873,12.53462720415569,7.0,9.675467756482506,11.228469181983069,1,15.98,1.0,13.572572359948698,2,14.347984922911689,7.019935705209663,13.283662141280159,9.613303135674327,13.333861998923648,13.748809791183014,18.06523961653828,7.906849315068493,13.927286236026907,4.71,1.82,1.47
42,86,0.3589041095890411,14.347984922911689,14.347984922911689,14.347984922911689,13.98,13.676085784757044,8.155522565543064,3,15.137600657894707,13.250810557860053,10.561643835616438,9.6,6.317521655580191,6.616649298454229,10.0,10.50635919317294,3.1431584723441652,1,12.98,1.0,18.417901757350588,2,14.347984922911689,14.347984922911689,16.808603419188007,9.613303135674327,14.743832589222007,14.945621168324532,18.06523961653828,10.561643835616438,13.927286236026907,4.71,1.87,1.82
43,87,0.22465753424657534,4.547297297297293,8.864061873459605,14.347984922911689,6.47,13.676085784757044,11.442601976823395,1,13.657052398239466,13.250810557860053,3.9424657534246577,3.8273972602739725,12.59815269506806,26.331940769766653,5.0,8.647137204724352,11.228469181983069,1,12.68,1.0,6.555370810210878,2,9.149740185628467,3.7214457831325287,16.808603419188007,16.67543603811886,14.743832589222007,14.945621168324532,18.06523961653828,5.945205479452055,14.621998941798454,4.175,1.775,1.61
44,91,0.336986301369863,10.575471331057958,12.919763529411766,14.002214876919378,6.47,19.351053789772063,13.583152993844406,1,13.657052398239466,13.250810557860053,3.83013698630137,3.717808219178082,10.903341038406897,12.53462720415569,3.0,8.1152694942164,10.056582976324684,1,23.99,1.0,18.417901757350588,2,10.45973509933775,10.551381198347045,16.808603419188007,16.67543603811886,14.743832589222007,14.945621168324532,18.06523961653828,3.83013698630137,14.621998941798454,4.667,1.839,1.694
45,92,0.3561643835616438,5.442141111111111,14.347984922911689,14.347984922911689,11.31,19.351053789772063,8.155522565543064,3,13.657052398239466,13.250810557860053,10.901369863013699,10.778082191780822,6.317521655580191,6.616649298454229,12.0,6.695355555555562,3.1431584723441652,1,4.39,1.0,6.555370810210878,2,1.1883337995804113,7.6814862500000105,16.808603419188007,9.613303135674327,14.743832589222007,14.945621168324532,18.06523961653828,11.983561643835616,13.927286236026907,3.645,1.625,1.63
46,93,0.3506849315068493,5.482246428571435,12.435625584995158,11.671030137176986,3.14,13.656029342004572,8.155522565543064,1,13.657052398239466,13.250810557860053,4.32054794520548,4.024657534246575,5.434751139240513,12.53462720415569,4.0,7.150642248233219,11.228469181983069,1,20.87,1.0,10.514756082313133,2,8.193210948905106,5.369269704433504,16.808603419188007,16.67543603811886,14.743832589222007,14.945621168324532,18.06523961653828,4.816438356164384,13.927286236026907,4.51,1.85,1.662
47,95,0.2958904109589041,2.883953488372092,2.96185683437116,14.347984922911689,5.86,19.351053789772063,17.388692539921777,2,15.31961008438374,13.250810557860053,10.961643835616439,10.797260273972602,6.317521655580191,6.616649298454229,10.0,7.150642248233219,8.041409042553205,1,9.88,1.0,7.196092340425604,2,1.7131274113928754,2.4046428571653053,13.283662141280159,9.613303135674327,13.333861998923648,13.748809791183014,18.06523961653828,10.876712328767123,14.621998941798454,4.535,1.74,1.48
48,97,0.2547945205479452,6.51463840206186,6.528947368421052,6.816086958622739,5.87,13.676085784757044,8.711681593406603,1,13.657052398239466,13.250810557860053,4.66027397260274,4.449315068493151,6.913920016339873,12.53462720415569,5.0,7.150642248233219,11.228469181983069,1,10.68,1.0,7.196092340425604,2,6.376031746031744,6.562907756232689,13.283662141280159,9.613303135674327,13.333861998923648,13.748809791183014,18.06523961653828,5.498630136986302,13.927286236026907,4.6,1.78,1.445
49,98,0.3041095890410959,5.2565789473684195,6.14461982338216,8.59237175559241,13.95,13.676085784757044,8.155522565543064,1,13.657052398239466,13.250810557860053,5.03013698630137,4.808219178082192,6.317521655580191,6.616649298454229,5.0,17.75323003985734,11.106644736842064,1,10.98,1.0,10.514756082313133,2,12.509405479452058,8.41236301020406,16.808603419188007,9.613303135674327,14.743832589222007,14.945621168324532,18.06523961653828,5.03013698630137,13.927286236026907,4.542,1.786,1.642
50,100,0.3150684931506849,4.947638055555563,1.3887539642588227,4.315679070606882,7.43,10.654345568326997,11.442601976823395,2,13.657052398239466,13.250810557860053,11.276712328767124,10.956164383561644,6.317521655580191,6.616649298454229,12.0,8.1152694942164,3.1431584723441652,1,6.19,1.0,5.59742207715133,2,2.08776763707081,4.907359390862952,13.283662141280159,9.613303135674327,13.333861998923648,13.748809791183014,18.06523961653828,12.528767123287672,13.927286236026907,4.36,1.71,1.475
51,101,0.3863013698630137,2.4312903225817597,3.733188601685177,14.347984922911689,10.08,13.656029342004572,11.442601976823395,2,13.657052398239466,13.250810557860053,6.454794520547945,6.336986301369863,6.317521655580191,6.616649298454229,6.0,8.1152694942164,3.1431584723441652,1,7.99,1.0,6.555370810210878,2,5.45978574616284,1.945789662569393,16.808603419188007,9.613303135674327,14.743832589222007,14.945621168324532,18.06523961653828,6.868493150684931,13.927286236026907,4.17,1.765,1.625
52,103,0.28493150684931506,9.281425446428575,6.868169014084507,8.72030700685266,6.06,14.643179369627521,11.442601976823395,2,13.657052398239466,13.250810557860053,4.219178082191781,3.9808219178082194,6.317521655580191,6.616649298454229,4.0,8.1152694942164,11.228469181983069,1,13.38,1.0,10.514756082313133,2,7.151111111111118,9.281425446428575,16.808603419188007,16.67543603811886,14.743832589222007,14.945621168324532,18.06523961653828,4.882191780821918,13.927286236026907,4.51,1.852,1.708
53,107,0.3287671232876712,10.079492488262915,5.9578245000000045,3.645101224834643,9.97,10.654345568326997,17.388692539921777,2,13.657052398239466,13.250810557860053,11.095890410958905,9.975342465753425,19.34052132508793,12.53462720415569,10.0,7.150642248233219,11.228469181983069,1,11.98,1.0,7.196092340425604,2,14.347984922911689,9.274063068783011,13.283662141280159,9.613303135674327,13.333861998923648,13.748809791183014,18.06523961653828,11.347945205479451,13.927286236026907,4.54,1.775,1.467
54,109,0.35342465753424657,6.46125628930818,3.6353170212765966,6.234707839510645,9.73,10.811611751463275,17.388692539921777,2,13.657052398239466,13.250810557860053,8.64931506849315,8.56986301369863,6.41930441640379,12.53462720415569,9.0,8.647137204724352,11.228469181983069,1,9.99,1.0,5.59742207715133,2,14.347984922911689,6.89828987341772,7.444238683498615,9.613303135674327,14.743832589222007,14.945621168324532,18.06523961653828,9.904109589041095,13.927286236026907,4.003,1.642,1.5
55,110,0.2602739726027397,7.0672947368421095,8.473716814159289,7.442222508116485,10.7,13.676085784757044,17.388692539921777,2,13.657052398239466,13.250810557860053,7.657534246575342,7.526027397260274,6.913920016339873,12.53462720415569,7.0,9.675467756482506,11.228469181983069,1,15.98,1.0,13.572572359948698,2,14.347984922911689,7.019935705209663,13.283662141280159,9.613303135674327,13.333861998923648,13.748809791183014,18.06523961653828,7.909589041095891,14.621998941798454,4.71,1.82,1.47
56,111,0.29041095890410956,9.433572182254151,5.8261140127388495,14.347984922911689,10.96,11.5439001579779,8.711681593406603,3,15.31961008438374,13.250810557860053,14.304109589041095,14.210958904109589,12.59815269506806,12.53462720415569,16.0,7.150642248233219,5.75317367280607,1,13.98,1.0,7.196092340425604,2,5.120918027210886,8.41236301020406,7.444238683498615,9.613303135674327,14.743832589222007,14.945621168324532,18.06523961653828,14.254794520547945,13.927286236026907,4.205,1.695,1.54
57,113,0.27945205479452057,20.363187373271998,19.752499969719608,14.347984922911689,14.71,10.811611751463275,17.388692539921777,3,15.31961008438374,25.898958549686576,13.564383561643835,13.405479452054795,19.34052132508793,26.331940769766653,13.0,9.0084975,10.669231162790718,1,64.5,1.0,38.3052146974063,2,14.347984922911689,29.606819417475656,34.27182944297076,9.613303135674327,34.48250320150651,14.945621168324532,18.06523961653828,14.186301369863013,14.621998941798454,4.178,1.842,1.352
58,116,0.3095890410958904,5.813368784530394,6.186216216216218,5.043255214154392,11.42,13.656029342004572,8.711681593406603,1,13.657052398239466,13.250810557860053,4.024657534246575,3.9123287671232876,6.317521655580191,6.616649298454229,4.0,9.675467756482506,5.40000608899298,1,8.58,1.0,7.196092340425604,2,5.849473813642677,5.745361731843583,13.283662141280159,9.613303135674327,13.333861998923648,14.945621168324532,18.06523961653828,5.024657534246575,13.927286236026907,4.725,1.802,1.478
